Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
2023-06-07,2023-06-07,Xero,Eastern State .Org,Philadelphia,USA,Operating Expenses,Parking & Tolls,-92.0
2023-06-07,2023-06-07,Xero,CHat GPT,Head Office,USA,Operating Expenses,Software,-20.0
2023-06-07,2023-06-07,Xero,Tim Hortons - AplPay TIM HORTONS #NIAGARA ON 897274 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-8.76
2023-06-07,2023-06-07,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-105.0
2023-06-07,2023-06-07,Xero,INCFILE.COM,Head Office,USA,Operating Expenses,Software,-29.0
2023-06-07,2023-06-07,Xero,Facebook,Head Office,USA,Operating Expenses,Advertising and Promotion,-900.0
2023-06-07,2023-06-07,Xero,tower americas - TOWER AMERICAS AMSMNSAN ANTONIO 298 210-223-3101,San Antonio,USA,COGS,Attractions/Tower Americas,-3572.25
2023-06-08,2023-06-08,Xero,Tim Hortons - AplPay TIM HORTONS #NIAGARA ON 897274 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-6.28
2023-06-08,2023-06-08,Xero,Facebook,Head Office,USA,Operating Expenses,Advertising and Promotion,-189.66
2023-06-08,2023-06-08,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-105.0
2023-06-08,2023-06-08,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-241.5
2023-06-08,2023-06-08,Xero,Lone Star,Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
2023-06-08,2023-06-08,Xero,Lone Star,Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
2023-06-08,2023-06-08,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-302.16
2023-06-08,2023-06-08,Xero,Steak Stone & Sushi - STEAK STONE & SUSHI NIAGARA FAL 85347052056 USFC1STEA14304,"Niagara Falls, USA",USA,COGS,Attractions/General,-199.99
2023-06-08,2023-06-08,Xero,Pats King Steak,Philadelphia,USA,COGS,Attractions/General,-61.94
2023-06-08,2023-06-08,Xero,Steak Stone & Sushi - STEAK STONE & SUSHI NIAGARA FAL 85347052056 USFC1STEA14304,"Niagara Falls, USA",USA,COGS,Attractions/General,-149.99
2023-06-08,2023-06-08,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-105.0
2023-06-08,2023-06-08,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-70.0
2023-06-08,2023-06-08,Xero,Royal Farms,Philadelphia,USA,Operating Expenses,Meals and entertainment,-72.99
2023-06-08,2023-06-08,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-352.52
2023-06-08,2023-06-08,Xero,7-Eleven - 7-ELEVEN 32460 00073BOSTON MA 120011002 7 617-266-6434,"Niagara Falls, Canada",Canada,Operating Expenses,Office Supplies,-30.67
2023-06-09,2023-06-09,Xero,Open AI,Head Office,USA,Operating Expenses,Software,-21.6
2023-06-09,2023-06-09,Xero,Lone Star - PXY LONE STAR RIV512-327-1388 TX 85189933082 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-59.29
2023-06-09,2023-06-09,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-139.72
2023-06-09,2023-06-09,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-156.0
2023-06-09,2023-06-09,Xero,McDonald's - MCDONALD'S #22833 STRATFORD 108639866 9025666707,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-13.29
2023-06-09,2023-06-09,Xero,City Of Chicago - CTYCHGO*SERVICEFEES CHICAGO IL 99999992361 3127448403,Head Office,USA,Operating Expenses,Bank & CC FEE,-1.48
2023-06-09,2023-06-09,Xero,Pats King Steak,Philadelphia,USA,COGS,Attractions/General,-32.0
2023-06-09,2023-06-09,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-105.3
2023-06-09,2023-06-09,Xero,WALMART - WAL-MART 3122 3122 BELLEVILLE 23100085062 DISCOUNT STORE,"Niagara Falls, Canada",Canada,Operating Expenses,Office Expenses,-59.18
2023-06-09,2023-06-09,Xero,Primark Walden Galleria,Daud Head Office,USA,Operating Expenses,Office Supplies,-88.71
2023-06-09,2023-06-09,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-184.0
2023-06-09,2023-06-09,Xero,City Of Chicago - CITY CHICAGO TICKET CHICAGO IL 99999992361 3127447275,Chicago,USA,COGS,Attractions/General,-75.0
2023-06-09,2023-06-09,Xero,Bank Charges - OVERDRAFT ITEM FEE FOR ACTIVITY OF 06-07                    ELECTRONIC TRANSACTION                                      POSTING DATE 06-07-22  POSTING SEQ 00003,Head Office,USA,Operating Expenses,Bank & CC FEE,-10.0
2023-06-09,2023-06-09,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-74.0
2023-06-09,2023-06-09,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-39.0
2023-06-09,2023-06-09,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-201.44
2023-06-09,2023-06-09,Xero,2383019 ontario ltd - 2383019 ONTARIO LTD WELLAND 49778 0 701 FAST FOOD RESTAURANT,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-7.01
2023-06-09,2023-06-09,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-34.93
2023-06-09,2023-06-09,Xero,Interest Charge,Head Office,USA,Operating Expenses,Bank & CC FEE,-110.72
2023-06-09,2023-06-09,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-36.5
2023-06-09,2023-06-09,Xero,Car Wash Club - CARWASHCLUB 833-363-MALDEN MA 23032304452 8443504359,Boston,USA,Operating Expenses,Vehicles Washes,-69.99
2023-06-09,2023-06-09,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-50.36
2023-06-09,2023-06-09,Xero,Gales Gas Bars,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-83.26
2023-06-09,2023-06-09,Xero,ATHLETIC GREENS - PURCHASE   0310 ATHLETICGREENS                              WWW.ATHLETICGNV XXXXX1630XXXXXXXXXX1288 RECURRING           CKCD 5499 XXXXXXXXXX669242,Daud Head Office,USA,Operating Expenses,Dues and Memberships,-88.0
2023-06-10,2023-06-10,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-157.95
2023-06-10,2023-06-10,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-105.0
2023-06-10,2023-06-10,Xero,Pro Park,Boston,USA,Operating Expenses,Parking & Tolls,-200.0
2023-06-10,2023-06-10,Xero,Farm Boy,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-23.75
2023-06-10,2023-06-10,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-84.0
2023-06-10,2023-06-10,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-140.0
2023-06-10,2023-06-10,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-139.72
2023-06-10,2023-06-10,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-105.3
2023-06-10,2023-06-10,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-126.0
2023-06-10,2023-06-10,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-166.0
2023-06-10,2023-06-10,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-70.0
2023-06-11,2023-06-11,Xero,Urban Air Trampoline,Austin,USA,COGS,Attractions/General,-22.26
2023-06-11,2023-06-11,Xero,McDonald's - MCDONALD'S #40168 NIAGARA FALLS 205889126 4164463511,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-9.67
2023-06-11,2023-06-11,Xero,Chick-Fil-A - CHICK-FIL-A #01660 0FREDERICKSB 000101695 5408344199,Savannah,USA,Operating Expenses,Meals and entertainment,-17.05
2023-06-11,2023-06-11,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-140.0
2023-06-11,2023-06-11,Xero,SunPass - SUNPASS OPERATIONS BOCA RATON FL 361092704 888-865-5352,Miami,USA,Operating Expenses,Parking & Tolls,-50.0
2023-06-11,2023-06-11,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-315.9
2023-06-11,2023-06-11,Xero,Semrush - BT*SEMRUSH BOSTON MA B46KG5YC 3129610889,Head Office,USA,Operating Expenses,Software,-250.08
2023-06-11,2023-06-11,Xero,Cheese Cake Factory,Savannah,USA,Operating Expenses,Meals and entertainment,-191.1
2023-06-11,2023-06-11,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-70.0
2023-06-11,2023-06-11,Xero,CN Tower,Toronto,Canada,COGS,Attractions/CN Tower,-219.02
2023-06-11,2023-06-11,Xero,Pats King Steak,Philadelphia,USA,COGS,Attractions/General,-15.49
2023-06-11,2023-06-11,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-240.0
2023-06-11,2023-06-11,Xero,Skydeck Chicago - SKYDECK CHICAGO - ECCHICAGO IL 89226519 3128759448,Chicago,USA,COGS,Attractions/Sky Deck,-46.5
2023-06-12,2023-06-12,Xero,Wendy's - AplPay WENDY'S #6024NIAGARA FAL 210684181 9059999999,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-8.38
2023-06-12,2023-06-12,Xero,APPLE ITUNES,Daud Head Office,USA,Operating Expenses,Office Expenses,-33.17
2023-06-12,2023-06-12,Xero,McDonald's - AplPay MCDONALD'S #4NIAGARA FAL 209444001 9053569823,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-5.44
2023-06-12,2023-06-12,Xero,Sandra D Ziemer,Daud Head Office,USA,Operating Expenses,Office Supplies,-145.73
2023-06-12,2023-06-12,Xero,Tim Hortons - AplPay TIM HORTONS #NIAGARA ON 897274 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-6.11
2023-06-12,2023-06-12,Xero,Sandra D Ziemer,Daud Head Office,USA,Operating Expenses,Office Supplies,-380.62
2023-06-12,2023-06-12,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-202.4
2023-06-12,2023-06-12,Xero,Adobe,Head Office,USA,Operating Expenses,Software,-22.83
2023-06-12,2023-06-12,Xero,Office Depot Office Max - Adrian White Purchasing,Head Office,USA,Operating Expenses,Office Supplies,-76.93
2023-06-12,2023-06-12,Xero,APPLE ITUNES,Daud Head Office,USA,Operating Expenses,Office Expenses,-15.38
2023-06-12,2023-06-12,Xero,Capital Cruises,Austin,USA,COGS,Attractions/Lone Star Cruises,-28.2
2023-06-12,2023-06-12,Xero,Apple - AplPay APPLE STORE RBUFFALO (CH 01610715670 ELECTRONICS STORE,Head Office,USA,Operating Expenses,Office Supplies,-196.91
2023-06-12,2023-06-12,Xero,DOORDASH,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-7.51
2023-06-12,2023-06-12,Xero,Minute Key,Head Office,USA,Operating Expenses,Office Supplies,-15.23
2023-06-12,2023-06-12,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-101.2
2023-06-12,2023-06-12,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-74.0
2023-06-12,2023-06-12,Xero,Zest Mart - ZEST MART 0327 NIAGARA FALLS 00156911 905-357-6765,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-85.38
2023-06-12,2023-06-12,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-230.0
2023-06-12,2023-06-12,Xero,Regional Towing,"Niagara Falls, Canada",Canada,Operating Expenses,Parking & Tolls,-165.35
2023-06-12,2023-06-12,Xero,Adobe,Head Office,USA,Operating Expenses,Software,-22.83
2023-06-12,2023-06-12,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-100.72
2023-06-12,2023-06-12,Xero,Primark Walden Galleria,Daud Head Office,USA,Operating Expenses,Office Supplies,-124.18
2023-06-12,2023-06-12,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-303.6
2023-06-12,2023-06-12,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-552.0
2023-06-12,2023-06-12,Xero,TOPS MARKETS - TOPS MARKETS #  09/04 #XXXXX4135 PURCHASE                   TOPS MARKETS #119  GRAND ISLAND  NY                         CKCD 5411 XXXXXXXXXX669242,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-46.91
2023-06-12,2023-06-12,Xero,Apple - AplPay APPLE STORE RBUFFALO (CH 01610738550 ELECTRONICS STORE,Head Office,USA,Operating Expenses,Office Supplies,-2487.04
2023-06-13,2023-06-13,Xero,Shoreline,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-151.08
2023-06-13,2023-06-13,Xero,Steak Stone & Sushi - STEAK STONE & SUSHI NIAGARA FAL 85347052056 USFC1STEA14304,"Niagara Falls, USA",USA,COGS,Attractions/General,-349.97
2023-06-13,2023-06-13,Xero,Skydeck Chicago - SKYDECK CHICAGO - ECCHICAGO IL 64371312 3128759448,Chicago,USA,COGS,Attractions/Sky Deck,-102.0
2023-06-13,2023-06-13,Xero,Skydeck Chicago - SKYDECK CHICAGO - ECCHICAGO IL 2046776937 3128759448,Chicago,USA,COGS,Attractions/Sky Deck,-70.0
2023-06-13,2023-06-13,Xero,West Toronto,Daud Head Office,USA,Operating Expenses,Vehicles Repair & Maintenance,-177.35
2023-06-13,2023-06-13,Xero,Crown Amp Pub,Toronto,Canada,Operating Expenses,Meals and entertainment,-36.36
2023-06-13,2023-06-13,Xero,AMAZON - AMAZON MARKETPLACE NAMZN.COM/BI BMDXK0H06NP BOOK STORES,Daud Head Office,USA,Operating Expenses,Office Supplies,-239.24
2023-06-13,2023-06-13,Xero,Skydeck Chicago - SKYDECK CHICAGO - ECCHICAGO IL 64371312 3128759448,Chicago,USA,COGS,Attractions/Sky Deck,-102.0
2023-06-13,2023-06-13,Xero,Shoreline,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-100.72
2023-06-13,2023-06-13,Xero,Shoreline,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-151.08
2023-06-13,2023-06-13,Xero,Facebook,Head Office,USA,Operating Expenses,Advertising and Promotion,-900.0
2023-06-13,2023-06-13,Xero,Sawgrass Recreation Park - PXY FH* SAWGRASS WESTON FL NT_NBYGJ62I +18554955551,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-110.53
2023-06-14,2023-06-14,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-151.08
2023-06-14,2023-06-14,Xero,Lone Star Cruises,Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
2023-06-14,2023-06-14,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-75.0
2023-06-14,2023-06-14,Xero,Lone Star Cruises,Austin,USA,COGS,Attractions/Lone Star Cruises,-17.07
2023-06-14,2023-06-14,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-50.36
2023-06-14,2023-06-14,Xero,Lone Star - PXY LONE STAR RIV512-327-1388 TX 85189933082 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-17.07
2023-06-14,2023-06-14,Xero,Lone Star - PXY LONE STAR RIV512-327-1388 TX 85189933082 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-101.51
2023-06-14,2023-06-14,Xero,Savanah River,Savannah,USA,COGS,Attractions/River Boat Cruise,-77.04
2023-06-14,2023-06-14,Xero,Hidden Humanity,Head Office,USA,Operating Expenses,Bank & CC FEE,-1.0
2023-06-14,2023-06-14,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-100.72
2023-06-14,2023-06-14,Xero,Lone Star - PXY LONE STAR RIV512-327-1388 TX 85189933082 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-87.44
2023-06-14,2023-06-14,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-70.0
2023-06-14,2023-06-14,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-37.0
2023-06-14,2023-06-14,Xero,WhereisPark,Ottawa,Canada,Operating Expenses,Parking & Tolls,-95.0
2023-06-14,2023-06-14,Xero,Lone Star - PXY LONE STAR RIV512-327-1388 TX 85189933082 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-59.29
2023-06-14,2023-06-14,Xero,Delta Air Lines - DELTA AIR LINES ATLANTA 18002211212,St. Louis,USA,Operating Expenses,Travel Expense,-11.2
2023-06-14,2023-06-14,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY 87P17KRF 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-39.99
2023-06-14,2023-06-14,Xero,Physical Adresss,San Antonio,USA,Operating Expenses,Office Expenses,-9.98
2023-06-14,2023-06-14,Xero,Steak Stone & Sushi - STEAK STONE & SUSHI NIAGARA FAL 85347052056 USFC1STEA14304,"Niagara Falls, USA",USA,COGS,Attractions/General,-249.98
2023-06-14,2023-06-14,Xero,Rewardfull,Head Office,USA,Operating Expenses,Software,-49.0
2023-06-14,2023-06-14,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-133.4
2023-06-14,2023-06-14,Xero,Family Dollar Tree,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-8.21
2023-06-14,2023-06-14,Xero,AMAZON - AMAZON MARKETPLACE NAMZN.COM/BI BMDXK0H06NP BOOK STORES,Daud Head Office,USA,Operating Expenses,Office Supplies,-46.74
2023-06-14,2023-06-14,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-103.5
2023-06-15,2023-06-15,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY 87P17KRF 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-19.99
2023-06-15,2023-06-15,Xero,Fox Pest Control,Daud Head Office,USA,Operating Expenses,Office Expenses,-68.51
2023-06-15,2023-06-15,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-142.0
2023-06-15,2023-06-15,Xero,Royal Farms,Philadelphia,USA,Operating Expenses,Meals and entertainment,-55.73
2023-06-15,2023-06-15,Xero,CHat GPT,Head Office,USA,Operating Expenses,Software,-21.75
2023-06-15,2023-06-15,Xero,Sawgrass Recreation Park - FH* SAWGRASS RECREATWESTON FL NT_NTQMR0LD +18554955551,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-213.2
2023-06-15,2023-06-15,Xero,XERO,Head Office,USA,Operating Expenses,Software,-35.15
2023-06-15,2023-06-15,Xero,Farm Boy,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-21.98
2023-06-15,2023-06-15,Xero,SunPass - SUNPASS OPERATIONS BOCA RATON FL 324694909 888-865-5352,Miami,USA,Operating Expenses,Parking & Tolls,-50.0
2023-06-15,2023-06-15,Xero,Postscan Mai,Head Office,USA,Operating Expenses,Postage & Shipping,-10.0
2023-06-15,2023-06-15,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-139.72
2023-06-15,2023-06-15,Xero,Sawgrass Recreation Park - FH* SAWGRASS RECREATWESTON FL NT_NTQMR0LD +18554955551,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-60.91
2023-06-15,2023-06-15,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-134.0
2023-06-15,2023-06-15,Xero,USPS - USPS PO 3558350302 0NIAGARA FAL 29816100391 8002758777,Head Office,USA,Operating Expenses,Postage & Shipping,-13.4
2023-06-15,2023-06-15,Xero,Shoprite,Philadelphia,USA,Operating Expenses,Meals and entertainment,-6.69
2023-06-15,2023-06-15,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-201.44
2023-06-16,2023-06-16,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-230.0
2023-06-16,2023-06-16,Xero,Zest Mart - ZEST MART 0327 NIAGARA FALLS 00156911 905-357-6765,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-43.08
2023-06-16,2023-06-16,Xero,Lone Star - PXY LONE STAR RIV512-327-1388 TX 85189933082 512-327-1388,Austin,USA,COGS,Attractions/Lone Star Cruises,-45.22
2023-06-16,2023-06-16,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-92.0
2023-06-16,2023-06-16,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY 87P17KRF 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-9.99
2023-06-16,2023-06-16,Xero,UBER EATS - AplPay UBER EATS help.uber.com PVTT12TR 8005928996,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-23.62
2023-06-16,2023-06-16,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-140.0
2023-06-16,2023-06-16,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-92.0
2023-06-16,2023-06-16,Xero,Car Wash Club - CARWASHCLUB 833-363-MALDEN MA 23032304452 8443504359,Boston,USA,Operating Expenses,Vehicles Washes,-69.54
2023-06-16,2023-06-16,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY 87P17KRF 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-9.99
2023-06-16,2023-06-16,Xero,City Experience BHC,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-92.0
2023-06-16,2023-06-16,Xero,Amtrak - AMTRAK MOB WASHINGTON DC E6F958 AMTRAK,"Niagara Falls, USA",USA,Operating Expenses,Travel Expense,-53.0
2023-06-16,2023-06-16,Xero,CN Tower - CN TOWER ONLINE TICKTORONTO 13848921 TOURIST EXHB,Toronto,Canada,COGS,Attractions/CN Tower,-73.42
2023-06-17,2023-06-17,Xero,Regal Cinemas - REGAL CINEMAS MOBILEKNOXVILLE TN 0000090341 877-835-5734,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-32.6
2023-06-17,2023-06-17,Xero,Brick Oven,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-53.27
2023-06-17,2023-06-17,Xero,Skydeck Chicago - SKYDECK CHICAGO - ECCHICAGO IL 484619458 3128759448,Chicago,USA,COGS,Attractions/Sky Deck,-43.0
2023-06-17,2023-06-17,Xero,LA Gloria,San Antonio,USA,Operating Expenses,Meals and entertainment,-14.37
2023-06-17,2023-06-17,Xero,I Postal - BT*IPOSTAL*STORAGE MONTEBELLO NY M9J2YJ6Z 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-6.6
2023-06-17,2023-06-17,Xero,Par Poke Joe,Austin,USA,Operating Expenses,Meals and entertainment,-26.15
2023-06-17,2023-06-17,Xero,Skydeck Chicago - SKYDECK CHICAGO - ECCHICAGO IL 1946044529 3128759448,Chicago,USA,COGS,Attractions/Sky Deck,-146.0
2023-06-17,2023-06-17,Xero,Mod Wash,Philadelphia,USA,Operating Expenses,Vehicles Washes,-35.18
2023-06-17,2023-06-17,Xero,Sonder,Head Office,USA,Operating Expenses,Travel Expense,-667.36
2023-06-17,2023-06-17,Xero,Skydeck Chicago - SKYDECK CHICAGO - ECCHICAGO IL 101229565 3128759448,Chicago,USA,COGS,Attractions/Sky Deck,-87.0
2023-06-17,2023-06-17,Xero,AMAZON - AMAZON MARKETPLACE NAMZN.COM/BI BMDXK0H06NP BOOK STORES,Daud Head Office,USA,Operating Expenses,Office Supplies,-29.35
2023-06-17,2023-06-17,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011002310 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-140.0
2023-06-17,2023-06-17,Xero,Facebook,Head Office,USA,Operating Expenses,Advertising and Promotion,-900.0
2023-06-18,2023-06-18,Xero,La Quinta Suites,Austin,USA,Operating Expenses,Travel Expense,-150.93
2023-06-18,2023-06-18,Xero,PXy Harbour - PXY SHORELINE E-GCHICAGO IL 31566086 20230323-7137138 60611,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-263.25
2023-06-18,2023-06-18,Xero,IHOP,St. Louis,USA,Operating Expenses,Meals and entertainment,-48.73
2023-06-18,2023-06-18,Xero,Apple Pay,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-275.0
2023-06-18,2023-06-18,Xero,Apple Pay,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-26.0
2023-06-18,2023-06-18,Xero,Subway - SUBWAY GRAND ISLAND NY 11869 0 1 2 FAST FOOD RESTAURANT,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-33.45
2023-06-18,2023-06-18,Xero,Legal Shild,Head Office,USA,Operating Expenses,Software,-49.0
2023-06-18,2023-06-18,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-200.0
2023-06-19,2023-06-19,Xero,MISTER CAR WASH,Austin,USA,Operating Expenses,Vehicles Washes,-19.99
2023-06-19,2023-06-19,Xero,Bigs Aztec Corner,San Antonio,USA,Operating Expenses,Meals and entertainment,-3.49
2023-06-19,2023-06-19,Xero,Sawgrass Recreation Park - FH* SAWGRASS RECREATWESTON FL NT_NTQMR0LD +18554955551,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-30.46
